boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Boss Recipes,Dessin : Améthyste chantelombre changeante,https://www.wowhead.com/tbc/fr/item=32298,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Blue: 5 Agi, 7 Stam"
Boss Recipes,Dessin : Améthyste chantelombre souveraine,https://www.wowhead.com/tbc/fr/item=32297,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Blue: 5 Str, 7 Stam"
Boss Recipes,Dessin : Saphir empyréen orageux,https://www.wowhead.com/tbc/fr/item=32289,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Blue: 13 Spell Pen"
Boss Recipes,Dessin : Améthyste chantelombre voilée,https://www.wowhead.com/tbc/fr/item=32307,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Yellow: 5 SHit, 6 SDam"
Trash Tailoring Recipes,Patron : Brassards de la pensée agile,https://www.wowhead.com/tbc/fr/item=32754,Recette - Couture,,,,,
Trash Tailoring Recipes,Patron : Mantelet des soins vifs,https://www.wowhead.com/tbc/fr/item=32753,Recette - Couture,,,,,
Trash Tailoring Recipes,Patron : Couvre-bras des soins vifs,https://www.wowhead.com/tbc/fr/item=32752,Recette - Couture,,,,,
Trash Leatherworking Recipes,Patron : Brassards du regain de vie,https://www.wowhead.com/tbc/fr/item=32744,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Manchettes de la terre vivante,https://www.wowhead.com/tbc/fr/item=32750,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Epaulières des réflexes éclairs,https://www.wowhead.com/tbc/fr/item=32749,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Epaulières de frappe rapide,https://www.wowhead.com/tbc/fr/item=32747,Recette - Travail du cuir,,,,,
