boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Kil’jaeden,Cape d'Antonidas rapiécée,https://www.wowhead.com/tbc/fr/item=34242,Dos,BP5,Caster DPS,Heal,DPS > HPri > HPal > RSha,"Boom BP5, Mage BP5, Ele BP5,
Shadow BP5, Lock BP5,
HPal (#5), HPri (#3), RSha (Low Prio)"
Kil’jaeden,Gantelets de forestier thalassien,https://www.wowhead.com/tbc/fr/item=34343,Mains - Mailles,BP5,Physical DPS,Tank,Hunt/Enh > Ret/Fury/Arms,"Hunt BP5, Enh BP5"
Kil’jaeden,"Thori'dal, la Fureur des étoiles",https://www.wowhead.com/tbc/fr/item=34334,Arc,BP5,Hunter,Physical DPS,Hunter,Hunt BP5
Kil’jaeden,SUNMOTE UPGRADES,,,,,,,
Kil’jaeden,Couvre-chef d'Ursoc le Puissant,https://www.wowhead.com/tbc/fr/item=34403,Tête - Cuir,,Boom,Caster DPS/ Heal,Boom > Ele,Sunmote Upg: Ursol the Wise
Kil’jaeden,Couronne de Dath'Remar,https://www.wowhead.com/tbc/fr/item=34400,Tête - Plaques,,Tank,Melee,Prot Warrior,"Sunmote Upg: Anasterian
PWar BP5 (Eng Prio)"
Kil’jaeden,Gants du pouvoir de Tyri,https://www.wowhead.com/tbc/fr/item=34406,Mains - Tissu,BP5,Caster DPS,Heal,"Shadow > Lock > 
Boom/Mage","Sunmote Upg: of the Dawn
Shadow BP5, Boom (#3), 
Mage (#3), Lock (#2)"
Kil’jaeden,Collerette de pureté des Arcanes,https://www.wowhead.com/tbc/fr/item=34405,Tête - Tissu,BP5,Caster DPS,Heal,"Mage > 
Shadow/Lock > Boom","Sunmote Upg: Light's Purity
Mage BP5, Shadow (#2),
Lock (#2), Boom (#3)"
Kil’jaeden,Heaume de la résolution d'Uther,https://www.wowhead.com/tbc/fr/item=34401,Tête - Plaques,BP5,Tank,Melee,Prot Paladin > Prot Warrior,"Sunmote Upg: Burning Righteousness
PPal BP5, PWar (Opt BP5- Eng Prio)"
Kil’jaeden,Masque de chasseur furieux,https://www.wowhead.com/tbc/fr/item=34404,Tête - Cuir,BP5,Feral,Physical DPS/ Tank,Bear > Cat,"Sunmote Upg: Duplicitous Guise
Bear BP5, Cat (#2)"
Kil’jaeden,Voile du chef Ner'zhul,https://www.wowhead.com/tbc/fr/item=34402,Tête - Mailles,BP5,Heal,Caster DPS,RSha > HPal,"Sunmote Upg: Cowl of Gul'dan
RSha BP5, HPal (#2)"
Trash Items,Lame de l'inexorabilité de la vie,https://www.wowhead.com/tbc/fr/item=34349,Arme de jet,BP5,Melee,Physical DPS/ Tank,Rog > Fury/Arms,Rog BP5
Trash Items,Gantelets de l'ancienne Ombrelune,https://www.wowhead.com/tbc/fr/item=34350,Mains - Mailles,BP5,Ele/RSha/HPal,Shaman/Paladin,Ele > RSha > HPal,"Ele BP5 (Non-Upg), 
RSha BP5 (Upg #2), HPal (Upg #2)"
Trash Items,Vengeance imminente,https://www.wowhead.com/tbc/fr/item=34346,Off - H Fist,BP5,Melee,Physical DPS/ Tank,Enh > Fury,"Enh BP5 (Off-H), Fury BP5 (Off-H)"
Trash Items,Anneau de la beauté harmonieuse,https://www.wowhead.com/tbc/fr/item=35733,Doigt - Anneau,BP5,Heal,Caster DPS,HPri > RDru > HPal/RSha,"HPri (Opt BP5), RDru (P4 Prio)"
Trash Items,Gangréchine frissonnante,https://www.wowhead.com/tbc/fr/item=34183,Arme 2M - Arme d'hast,BP5,Physical DPS,Tank,Ret/Arms > Hunt,"Ret (BP5 Opt #2), Arms (BP5 Opt #2), 
Hunt BP5 (1H Prio)"
Trash Items,Protège-mains de majesté paisible,https://www.wowhead.com/tbc/fr/item=34351,Mains - Cuir,BP5,Heal,Caster DPS,RDru > RSha > Boom/Ele,RDru BP5 (P3 Prio)
Trash Items,Baguette de lumière purificatrice,https://www.wowhead.com/tbc/fr/item=34348,Baguette,BP5,Heal,Caster DPS,HPri > Shadow,"HPri BP5, Shadow (#2)"
Trash Items,Baguette de l'âme du démon,https://www.wowhead.com/tbc/fr/item=34347,Baguette,BP5,Caster DPS,Heal,"Lock > Shadow > 
Mage > HPri","Shadow BP5, Lock BP5, 
Mage BP5 (#3 PvP Prio), HPri (#2)"
Trash Items,SUNMOTE UPGRADES,,,,,,,
Trash Items,Gantelets de l'ancien Loup-de-givre,https://www.wowhead.com/tbc/fr/item=34409,Mains - Cuir,BP5,RSha/HPal,Shaman/Paladin,RSha > HPal,"Sunmote Upg: Shadowmoon
RSha BP5 (#2), HPal (Upg #2)"
Trash Jewelcrafting Recipes,Design: Amulet of Flowing Life,,Recette - Joaillerie,,,,,
Trash Jewelcrafting Recipes,Design: Hard Khorium Band,,Recette - Joaillerie,,,,,ret bp6
Trash Jewelcrafting Recipes,Design: Hard Khorium Choker,,Recette - Joaillerie,,,,,ret bp6
Trash Jewelcrafting Recipes,Design: Loop of Forged Power,,Recette - Joaillerie,,,,,
Trash Jewelcrafting Recipes,Design: Pendant of Sunfire,,Recette - Joaillerie,,,,,
Trash Jewelcrafting Recipes,Design: Ring of Flowing Life,,Recette - Joaillerie,,,,,
Trash Engineering Recipes,Schematic: Annihilator Holo-Gogs,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Hard Khorium Goggles,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Hyper-Magnified Moon Specs,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Justicebringer 3000 Specs,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Lightning Etched Specs,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Mayhem Projection Goggles,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Powerheal 9000 Lens,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Primal-Attuned Goggles,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Surestrike Goggles v3.0,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Quad Deathblow X44 Goggles,,Recette - Ingénierie,,,,,
Trash Engineering Recipes,Schematic: Wonderheal XT68 Shades,,Recette - Ingénierie,,,,,
Trash Tailoring Recipes,Pattern: Robe of Eternal Light,,Recette - Couture,,,,,
Trash Tailoring Recipes,Pattern: Hands of Eternal Light,,Recette - Couture,,,,,
Trash Tailoring Recipes,Pattern: Sunfire Robe,,Recette - Couture,,,,,
Trash Tailoring Recipes,Pattern: Sunfire Handwraps,,Recette - Couture,,,,,
Trash Leatherworking Recipes,Pattern: Leather Chestguard of the Sun,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Leather Gauntlets of the Sun,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Embrace of the Phoenix,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Fletcher's Gloves of the Phoenix,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Sun-Drenched Scale Chestguard,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Sun-Drenched Scale Gloves,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Carapace of Sun and Shadow,,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Pattern: Gloves of Immortal Dusk,,Recette - Travail du cuir,,,,,
Trash Blacksmithing Recipes,Pattern: Sunblessed Breastplate,,Recette - Forge,,,,,
Trash Blacksmithing Recipes,Pattern: Sunblessed Gauntlets,,Recette - Forge,,,,,
Trash Blacksmithing Recipes,Pattern: Hard Khorium Battleplate,,Recette - Forge,,,,,
Trash Blacksmithing Recipes,Pattern: Hard Khorium Battlefists,,Recette - Forge,,,,,
